2018-02-21 13:26:26,842 [Worker-7] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-26 21:00:30,342 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:01:25,784 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:01:25,789 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:01:25,790 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:01:25,799 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:04:44,153 [Worker-110] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:04:44,164 [Worker-110] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:04:44,169 [Worker-110] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:04:44,180 [Worker-110] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:05:34,533 [Worker-107] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:05:34,539 [Worker-107] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:05:34,540 [Worker-107] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:05:34,547 [Worker-107] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:06:49,136 [Worker-111] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:06:49,146 [Worker-111] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:06:49,151 [Worker-111] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:06:49,160 [Worker-111] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:07:35,275 [Worker-107] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:07:35,280 [Worker-107] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:07:35,281 [Worker-107] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:07:35,293 [Worker-107] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:07:39,759 [Worker-107] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:07:39,767 [Worker-107] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:07:39,772 [Worker-107] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:07:39,780 [Worker-107] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:07:50,162 [Worker-107] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:07:50,168 [Worker-107] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:07:50,169 [Worker-107] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:07:50,178 [Worker-107] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:08:17,883 [Worker-115] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:08:17,893 [Worker-115] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:08:17,897 [Worker-115] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:08:17,905 [Worker-115] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:14:19,296 [Worker-106] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:14:19,302 [Worker-106] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:14:19,303 [Worker-106] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:14:19,311 [Worker-106] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:15:08,613 [Worker-108] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:15:08,623 [Worker-108] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:15:08,627 [Worker-108] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:15:08,636 [Worker-108] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:15:40,489 [Worker-117] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:15:40,495 [Worker-117] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:15:40,496 [Worker-117] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:15:40,503 [Worker-117] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:17:47,757 [Worker-120] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:17:47,767 [Worker-120] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:17:47,773 [Worker-120] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:17:47,782 [Worker-120] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:18:26,092 [Worker-113] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:18:26,097 [Worker-113] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:18:26,098 [Worker-113] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:18:26,110 [Worker-113] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:25:20,849 [Worker-113] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:25:20,857 [Worker-113] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:25:20,861 [Worker-113] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:25:20,869 [Worker-113] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:46:21,016 [Worker-125] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:46:21,022 [Worker-125] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:46:21,023 [Worker-125] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:46:21,032 [Worker-125] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:48:06,179 [Worker-126] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:48:06,187 [Worker-126] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:48:06,192 [Worker-126] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:48:06,200 [Worker-126] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:50:15,125 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:50:15,130 [Worker-128] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:50:15,131 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:50:15,138 [Worker-128] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:52:52,652 [Worker-127] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:52:52,660 [Worker-127] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:52:52,664 [Worker-127] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:52:52,674 [Worker-127] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:54:32,459 [Worker-127] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:54:32,486 [Worker-127] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:54:32,487 [Worker-127] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:54:32,515 [Worker-127] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 21:56:50,726 [Worker-118] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:56:50,734 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 21:56:50,739 [Worker-118] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 21:56:50,746 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:02:41,152 [Worker-118] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:02:41,159 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:02:41,159 [Worker-118] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:02:41,195 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:02:54,160 [Worker-132] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:02:54,169 [Worker-132] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:02:54,174 [Worker-132] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:02:54,182 [Worker-132] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:03:16,763 [Worker-133] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:03:16,768 [Worker-133] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:03:16,769 [Worker-133] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:03:16,779 [Worker-133] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:03:40,438 [Worker-133] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:03:40,452 [Worker-133] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:03:40,458 [Worker-133] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:03:40,472 [Worker-133] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:06:11,374 [Worker-133] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:06:11,379 [Worker-133] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:06:11,380 [Worker-133] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:06:11,390 [Worker-133] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:06:23,547 [Worker-136] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:06:23,555 [Worker-136] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:06:23,559 [Worker-136] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:06:23,568 [Worker-136] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:07:53,526 [Worker-133] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:07:53,532 [Worker-133] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:07:53,533 [Worker-133] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:07:53,544 [Worker-133] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:08:30,955 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:08:30,965 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:08:30,970 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:08:30,981 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:08:45,480 [Worker-134] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:08:45,486 [Worker-134] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:08:45,487 [Worker-134] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:08:45,495 [Worker-134] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:09:05,802 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:09:05,812 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:09:05,816 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:09:05,824 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:09:22,240 [Worker-134] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:09:22,246 [Worker-134] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:09:22,247 [Worker-134] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:09:22,279 [Worker-134] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:11:10,476 [Worker-138] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:11:10,487 [Worker-138] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:11:10,491 [Worker-138] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:11:10,500 [Worker-138] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:12:37,369 [Worker-138] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:12:37,465 [Worker-138] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:12:37,466 [Worker-138] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:12:37,495 [Worker-138] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:13:34,717 [Worker-139] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:13:34,727 [Worker-139] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:13:34,732 [Worker-139] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:13:34,742 [Worker-139] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:13:35,763 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:13:35,770 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:13:35,772 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:13:35,785 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:13:58,715 [Worker-137] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:13:58,726 [Worker-137] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:13:58,730 [Worker-137] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:13:58,739 [Worker-137] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\test\resources
2018-02-26 22:14:30,349 [Worker-140] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-02-26 22:14:30,355 [Worker-140] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\DOMYPC\Desktop\PuzzleGames\PuzzleGames\src\main\resources
2018-02-26 22:14:30,355 [Worker-140] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
